C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_55_361.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_55_361.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_55_361.jpg, 0, 0, 0, 0.4327804
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_55_465.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_55_465.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_55_465.jpg, 0, 0, 0, 0.384545
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_55_568.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_55_568.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_55_568.jpg, 0, 0, 0, 0.3412752
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_55_672.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_55_672.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_55_672.jpg, 0, 0, 0, 0.2900914
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_55_772.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_55_772.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_55_772.jpg, 0, 0, 0, 0.2477558
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_55_876.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_55_876.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_55_876.jpg, 0, 0, 0, 0.2059844
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_55_980.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_55_980.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_55_980.jpg, 0, 0, 0, 0.1645315
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_56_085.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_56_085.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_56_085.jpg, 0, 0, 0, 0.1235214
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_56_185.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_56_185.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_56_185.jpg, 0, 0, 0, 0.08289286
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_56_290.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_56_290.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_56_290.jpg, 0, 0, 0, 0.003211182
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_56_394.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_56_394.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_56_394.jpg, 0, 0, 0, 0.004037971
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_56_497.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_56_497.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_56_497.jpg, 0, 0, 0, 0.002955197
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_56_602.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_56_602.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_56_602.jpg, 0, 0.1514196, 0, 0.08363727
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_56_707.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_56_707.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_56_707.jpg, 0, 0.450189, 0, 0.3618408
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_56_811.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_56_811.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_56_811.jpg, 0, 0.8041234, 0, 1.131984
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_56_913.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_56_913.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_56_913.jpg, 0, 1, 0, 2.038846
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_57_017.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_57_017.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_57_017.jpg, 0, 1, 0, 3.024182
C:\Users\HP\Desktop\udacity_data\IMG\center_2024_01_20_19_28_57_121.jpg, C:\Users\HP\Desktop\udacity_data\IMG\left_2024_01_20_19_28_57_121.jpg, C:\Users\HP\Desktop\udacity_data\IMG\right_2024_01_20_19_28_57_121.jpg, 0, 1, 0, 3.937021
